ICD_CODE,ATC_CODE,RELATION,FREQUENCY
2764,DRUG_22273,treats,1
2764,DRUG_73544,treats,1
2764,DRUG_54420,treats,1
2764,DRUG_81907,treats,1
2764,DRUG_44877,treats,1
2764,DRUG_14330,treats,1
2764,DRUG_60573,treats,1
2764,DRUG_53277,treats,1
2764,DRUG_81270,treats,1
2764,DRUG_80815,treats,1
2764,DRUG_81691,treats,1
2764,DRUG_28952,treats,1
2764,DRUG_35258,treats,1
2764,DRUG_00589,treats,1
2764,DRUG_78988,treats,1
2764,DRUG_22296,treats,1
2764,DRUG_80037,treats,1
2764,DRUG_49892,treats,1
2764,DRUG_15500,treats,1
2764,DRUG_51014,treats,1
2764,DRUG_70923,treats,1
2764,DRUG_56776,treats,1
2764,DRUG_89476,treats,1
2764,DRUG_69059,treats,1
2764,DRUG_37475,treats,1
2764,DRUG_94862,treats,1
2764,DRUG_57970,treats,1
2764,DRUG_29020,treats,1
2764,DRUG_42178,treats,1
2764,DRUG_23950,treats,1
2764,DRUG_77029,treats,1
2764,DRUG_85362,treats,1
2764,DRUG_93890,treats,1
2764,DRUG_75101,treats,1
2764,DRUG_05899,treats,1
2764,DRUG_57538,treats,1
2764,DRUG_14785,treats,1
2764,DRUG_31023,treats,1
2764,DRUG_44999,treats,1
2764,DRUG_86144,treats,1
2764,DRUG_56289,treats,1
2764,DRUG_42471,treats,1
2764,DRUG_35906,treats,1
2764,DRUG_05522,treats,1
2764,DRUG_10887,treats,1
2764,DRUG_23071,treats,1
2764,DRUG_75708,treats,1
2764,DRUG_96894,treats,1
2764,DRUG_74466,treats,1
2764,DRUG_73918,treats,1
2764,DRUG_21325,treats,1
2764,DRUG_79422,treats,1
2764,DRUG_90699,treats,1
2764,DRUG_10188,treats,1
2764,DRUG_68674,treats,1
2764,DRUG_11057,treats,1
2764,DRUG_33318,treats,1
2764,DRUG_35612,treats,1
2764,DRUG_49103,treats,1
2764,DRUG_07001,treats,1
2764,DRUG_38458,treats,1
2764,DRUG_39424,treats,1
2764,DRUG_71326,treats,1
2764,DRUG_56641,treats,1
2764,DRUG_94455,treats,1
2764,DRUG_55943,treats,1
2764,DRUG_80219,treats,1
2764,DRUG_48236,treats,1
70724,DRUG_16971,treats,1
70724,DRUG_89898,treats,1
70724,DRUG_12470,treats,1
70724,DRUG_93795,treats,1
70724,DRUG_97334,treats,1
70724,DRUG_74696,treats,1
70724,DRUG_88220,treats,1
70724,DRUG_69930,treats,1
70724,DRUG_25548,treats,1
70724,DRUG_08339,treats,1
70724,DRUG_86770,treats,1
70724,DRUG_67819,treats,1
70724,DRUG_22273,treats,1
70724,DRUG_73544,treats,1
70724,DRUG_54420,treats,1
70724,DRUG_44877,treats,1
70724,DRUG_14330,treats,1
70724,DRUG_60573,treats,1
70724,DRUG_53277,treats,1
70724,DRUG_81270,treats,1
70724,DRUG_80815,treats,1
70724,DRUG_28952,treats,1
70724,DRUG_35258,treats,1
70724,DRUG_78988,treats,1
70724,DRUG_22296,treats,1
70724,DRUG_80037,treats,1
70724,DRUG_15500,treats,1
70724,DRUG_51014,treats,1
70724,DRUG_70923,treats,1
70724,DRUG_89476,treats,1
70724,DRUG_69059,treats,1
70724,DRUG_94862,treats,1
70724,DRUG_29020,treats,1
70724,DRUG_42178,treats,1
70724,DRUG_23950,treats,1
70724,DRUG_77029,treats,1
70724,DRUG_85362,treats,1
70724,DRUG_75101,treats,1
70724,DRUG_91210,treats,1
70724,DRUG_05899,treats,1
70724,DRUG_57538,treats,1
70724,DRUG_14785,treats,1
70724,DRUG_44999,treats,1
70724,DRUG_86144,treats,1
70724,DRUG_56289,treats,1
70724,DRUG_35906,treats,1
70724,DRUG_10887,treats,1
70724,DRUG_23071,treats,1
70724,DRUG_75708,treats,1
70724,DRUG_96894,treats,1
70724,DRUG_74466,treats,1
70724,DRUG_73918,treats,1
70724,DRUG_21325,treats,1
70724,DRUG_90699,treats,1
70724,DRUG_10188,treats,1
70724,DRUG_68674,treats,1
70724,DRUG_11057,treats,1
70724,DRUG_33318,treats,1
70724,DRUG_35612,treats,1
70724,DRUG_79790,treats,1
70724,DRUG_49103,treats,1
70724,DRUG_07001,treats,1
70724,DRUG_38458,treats,1
70724,DRUG_39424,treats,1
70724,DRUG_71326,treats,1
70724,DRUG_56641,treats,1
70724,DRUG_94455,treats,1
70724,DRUG_55943,treats,1
70724,DRUG_80219,treats,1
70724,DRUG_48236,treats,1
28803,DRUG_16971,treats,1
28803,DRUG_09553,treats,1
28803,DRUG_49098,treats,1
28803,DRUG_18769,treats,1
28803,DRUG_66345,treats,1
28803,DRUG_89898,treats,1
28803,DRUG_12470,treats,1
28803,DRUG_78549,treats,1
28803,DRUG_93795,treats,1
28803,DRUG_97334,treats,1
28803,DRUG_97910,treats,1
28803,DRUG_36800,treats,1
28803,DRUG_74696,treats,1
28803,DRUG_88220,treats,1
28803,DRUG_69930,treats,1
28803,DRUG_77783,treats,1
28803,DRUG_25548,treats,1
28803,DRUG_73347,treats,1
28803,DRUG_08339,treats,1
28803,DRUG_86770,treats,1
28803,DRUG_67819,treats,1
28803,DRUG_22273,treats,1
28803,DRUG_73544,treats,1
28803,DRUG_54420,treats,1
28803,DRUG_81907,treats,1
28803,DRUG_44877,treats,1
28803,DRUG_14330,treats,1
28803,DRUG_22257,treats,1
28803,DRUG_60573,treats,1
28803,DRUG_53277,treats,1
28803,DRUG_81270,treats,1
28803,DRUG_65380,treats,1
28803,DRUG_80815,treats,1
28803,DRUG_81691,treats,1
28803,DRUG_28952,treats,1
28803,DRUG_35258,treats,1
28803,DRUG_00589,treats,1
28803,DRUG_78988,treats,1
28803,DRUG_22296,treats,1
28803,DRUG_80037,treats,1
28803,DRUG_49892,treats,1
28803,DRUG_15500,treats,1
28803,DRUG_51014,treats,1
28803,DRUG_70923,treats,1
28803,DRUG_56776,treats,1
28803,DRUG_89476,treats,1
28803,DRUG_69059,treats,1
28803,DRUG_37475,treats,1
28803,DRUG_94862,treats,1
28803,DRUG_57970,treats,1
28803,DRUG_29020,treats,1
28803,DRUG_52875,treats,1
28803,DRUG_82115,treats,1
28803,DRUG_42178,treats,1
28803,DRUG_23950,treats,1
28803,DRUG_77029,treats,1
28803,DRUG_85362,treats,1
28803,DRUG_93890,treats,1
28803,DRUG_75101,treats,1
28803,DRUG_91210,treats,1
28803,DRUG_05899,treats,1
28803,DRUG_57538,treats,1
28803,DRUG_17057,treats,1
28803,DRUG_14785,treats,1
28803,DRUG_31023,treats,1
28803,DRUG_44999,treats,1
28803,DRUG_86144,treats,1
28803,DRUG_56289,treats,1
28803,DRUG_42471,treats,1
28803,DRUG_83139,treats,1
28803,DRUG_35906,treats,1
28803,DRUG_05522,treats,1
28803,DRUG_10887,treats,1
28803,DRUG_23071,treats,1
28803,DRUG_75708,treats,1
28803,DRUG_96894,treats,1
28803,DRUG_74466,treats,1
28803,DRUG_73918,treats,1
28803,DRUG_21325,treats,1
28803,DRUG_12638,treats,1
28803,DRUG_79422,treats,1
28803,DRUG_90699,treats,1
28803,DRUG_10188,treats,1
28803,DRUG_68674,treats,1
28803,DRUG_11057,treats,1
28803,DRUG_33318,treats,1
28803,DRUG_35612,treats,1
28803,DRUG_79790,treats,1
28803,DRUG_49103,treats,1
28803,DRUG_07001,treats,1
28803,DRUG_38458,treats,1
28803,DRUG_39424,treats,1
28803,DRUG_65728,treats,1
28803,DRUG_71326,treats,1
28803,DRUG_56641,treats,1
28803,DRUG_94455,treats,1
28803,DRUG_55943,treats,1
28803,DRUG_80219,treats,1
28803,DRUG_48236,treats,1
E9331,DRUG_09553,treats,1
E9331,DRUG_49098,treats,1
E9331,DRUG_66345,treats,1
E9331,DRUG_89898,treats,1
E9331,DRUG_12470,treats,1
E9331,DRUG_93795,treats,1
E9331,DRUG_97334,treats,1
E9331,DRUG_74696,treats,1
E9331,DRUG_88220,treats,1
E9331,DRUG_69930,treats,1
E9331,DRUG_73347,treats,1
E9331,DRUG_08339,treats,1
E9331,DRUG_86770,treats,1
E9331,DRUG_67819,treats,1
E9331,DRUG_22273,treats,1
E9331,DRUG_73544,treats,1
E9331,DRUG_54420,treats,1
E9331,DRUG_81907,treats,1
E9331,DRUG_44877,treats,1
E9331,DRUG_14330,treats,1
E9331,DRUG_22257,treats,1
E9331,DRUG_60573,treats,1
E9331,DRUG_53277,treats,1
E9331,DRUG_81270,treats,1
E9331,DRUG_80815,treats,1
E9331,DRUG_28952,treats,1
E9331,DRUG_35258,treats,1
E9331,DRUG_00589,treats,1
E9331,DRUG_22296,treats,1
E9331,DRUG_80037,treats,1
E9331,DRUG_15500,treats,1
E9331,DRUG_51014,treats,1
E9331,DRUG_70923,treats,1
E9331,DRUG_56776,treats,1
E9331,DRUG_89476,treats,1
E9331,DRUG_69059,treats,1
E9331,DRUG_37475,treats,1
E9331,DRUG_94862,treats,1
E9331,DRUG_57970,treats,1
E9331,DRUG_29020,treats,1
E9331,DRUG_52875,treats,1
E9331,DRUG_82115,treats,1
E9331,DRUG_42178,treats,1
E9331,DRUG_23950,treats,1
E9331,DRUG_77029,treats,1
E9331,DRUG_85362,treats,1
E9331,DRUG_75101,treats,1
E9331,DRUG_91210,treats,1
E9331,DRUG_57538,treats,1
E9331,DRUG_17057,treats,1
E9331,DRUG_44999,treats,1
E9331,DRUG_86144,treats,1
E9331,DRUG_56289,treats,1
E9331,DRUG_42471,treats,1
E9331,DRUG_83139,treats,1
E9331,DRUG_35906,treats,1
E9331,DRUG_10887,treats,1
E9331,DRUG_23071,treats,1
E9331,DRUG_75708,treats,1
E9331,DRUG_96894,treats,1
E9331,DRUG_74466,treats,1
E9331,DRUG_73918,treats,1
E9331,DRUG_21325,treats,1
E9331,DRUG_79422,treats,1
E9331,DRUG_90699,treats,1
E9331,DRUG_10188,treats,1
E9331,DRUG_68674,treats,1
E9331,DRUG_11057,treats,1
E9331,DRUG_33318,treats,1
E9331,DRUG_35612,treats,1
E9331,DRUG_49103,treats,1
E9331,DRUG_07001,treats,1
E9331,DRUG_38458,treats,1
E9331,DRUG_39424,treats,1
E9331,DRUG_65728,treats,1
E9331,DRUG_71326,treats,1
E9331,DRUG_56641,treats,1
E9331,DRUG_94455,treats,1
E9331,DRUG_55943,treats,1
E9331,DRUG_80219,treats,1
E9331,DRUG_48236,treats,1
5121,DRUG_09553,treats,1
5121,DRUG_49098,treats,1
5121,DRUG_18769,treats,1
5121,DRUG_12470,treats,1
5121,DRUG_88220,treats,1
5121,DRUG_69930,treats,1
5121,DRUG_25548,treats,1
5121,DRUG_73347,treats,1
5121,DRUG_08339,treats,1
5121,DRUG_86770,treats,1
5121,DRUG_67819,treats,1
5121,DRUG_22273,treats,1
5121,DRUG_73544,treats,1
5121,DRUG_54420,treats,1
5121,DRUG_81907,treats,1
5121,DRUG_44877,treats,1
5121,DRUG_14330,treats,1
5121,DRUG_22257,treats,1
5121,DRUG_60573,treats,1
5121,DRUG_53277,treats,1
5121,DRUG_80815,treats,1
5121,DRUG_81691,treats,1
5121,DRUG_28952,treats,1
5121,DRUG_35258,treats,1
5121,DRUG_78988,treats,1
5121,DRUG_22296,treats,1
5121,DRUG_80037,treats,1
5121,DRUG_15500,treats,1
5121,DRUG_51014,treats,1
5121,DRUG_70923,treats,1
5121,DRUG_89476,treats,1
5121,DRUG_94862,treats,1
5121,DRUG_57970,treats,1
5121,DRUG_29020,treats,1
5121,DRUG_52875,treats,1
5121,DRUG_82115,treats,1
5121,DRUG_42178,treats,1
5121,DRUG_23950,treats,1
5121,DRUG_77029,treats,1
5121,DRUG_85362,treats,1
5121,DRUG_75101,treats,1
5121,DRUG_91210,treats,1
5121,DRUG_17057,treats,1
5121,DRUG_44999,treats,1
5121,DRUG_86144,treats,1
5121,DRUG_56289,treats,1
5121,DRUG_83139,treats,1
5121,DRUG_35906,treats,1
5121,DRUG_05522,treats,1
5121,DRUG_10887,treats,1
5121,DRUG_23071,treats,1
5121,DRUG_96894,treats,1
5121,DRUG_74466,treats,1
5121,DRUG_73918,treats,1
5121,DRUG_79422,treats,1
5121,DRUG_90699,treats,1
5121,DRUG_10188,treats,1
5121,DRUG_68674,treats,1
5121,DRUG_11057,treats,1
5121,DRUG_33318,treats,1
5121,DRUG_35612,treats,1
5121,DRUG_49103,treats,1
5121,DRUG_07001,treats,1
5121,DRUG_39424,treats,1
5121,DRUG_65728,treats,1
5121,DRUG_71326,treats,1
5121,DRUG_56641,treats,1
5121,DRUG_94455,treats,1
5121,DRUG_55943,treats,1
5121,DRUG_80219,treats,1
5121,DRUG_48236,treats,1
E8781,DRUG_09553,treats,1
E8781,DRUG_49098,treats,1
E8781,DRUG_97334,treats,1
E8781,DRUG_74696,treats,1
E8781,DRUG_88220,treats,1
E8781,DRUG_69930,treats,1
E8781,DRUG_25548,treats,1
E8781,DRUG_73347,treats,1
E8781,DRUG_08339,treats,1
E8781,DRUG_86770,treats,1
E8781,DRUG_67819,treats,1
E8781,DRUG_22273,treats,1
E8781,DRUG_73544,treats,1
E8781,DRUG_54420,treats,1
E8781,DRUG_81907,treats,1
E8781,DRUG_44877,treats,1
E8781,DRUG_14330,treats,1
E8781,DRUG_60573,treats,1
E8781,DRUG_53277,treats,1
E8781,DRUG_81270,treats,1
E8781,DRUG_80815,treats,1
E8781,DRUG_81691,treats,1
E8781,DRUG_28952,treats,1
E8781,DRUG_35258,treats,1
E8781,DRUG_00589,treats,1
E8781,DRUG_78988,treats,1
E8781,DRUG_22296,treats,1
E8781,DRUG_80037,treats,1
E8781,DRUG_49892,treats,1
E8781,DRUG_15500,treats,1
E8781,DRUG_51014,treats,1
E8781,DRUG_89476,treats,1
E8781,DRUG_69059,treats,1
E8781,DRUG_37475,treats,1
E8781,DRUG_94862,treats,1
E8781,DRUG_29020,treats,1
E8781,DRUG_52875,treats,1
E8781,DRUG_42178,treats,1
E8781,DRUG_23950,treats,1
E8781,DRUG_77029,treats,1
E8781,DRUG_85362,treats,1
E8781,DRUG_75101,treats,1
E8781,DRUG_14785,treats,1
E8781,DRUG_44999,treats,1
E8781,DRUG_86144,treats,1
E8781,DRUG_35906,treats,1
E8781,DRUG_10887,treats,1
E8781,DRUG_23071,treats,1
E8781,DRUG_96894,treats,1
E8781,DRUG_74466,treats,1
E8781,DRUG_73918,treats,1
E8781,DRUG_21325,treats,1
E8781,DRUG_79422,treats,1
E8781,DRUG_90699,treats,1
E8781,DRUG_10188,treats,1
E8781,DRUG_68674,treats,1
E8781,DRUG_11057,treats,1
E8781,DRUG_33318,treats,1
E8781,DRUG_35612,treats,1
E8781,DRUG_49103,treats,1
E8781,DRUG_07001,treats,1
E8781,DRUG_39424,treats,1
E8781,DRUG_71326,treats,1
E8781,DRUG_56641,treats,1
E8781,DRUG_94455,treats,1
E8781,DRUG_55943,treats,1
E8781,DRUG_80219,treats,1
E8781,DRUG_48236,treats,1
51881,DRUG_74696,treats,1
51881,DRUG_08339,treats,1
51881,DRUG_67819,treats,1
51881,DRUG_44877,treats,1
51881,DRUG_14330,treats,1
51881,DRUG_53277,treats,1
51881,DRUG_28952,treats,1
51881,DRUG_35258,treats,1
51881,DRUG_29020,treats,1
51881,DRUG_42178,treats,1
51881,DRUG_23950,treats,1
51881,DRUG_77029,treats,1
51881,DRUG_85362,treats,1
51881,DRUG_44999,treats,1
51881,DRUG_86144,treats,1
51881,DRUG_35906,treats,1
51881,DRUG_10887,treats,1
51881,DRUG_23071,treats,1
51881,DRUG_96894,treats,1
51881,DRUG_74466,treats,1
51881,DRUG_73918,treats,1
51881,DRUG_21325,treats,1
51881,DRUG_90699,treats,1
51881,DRUG_11057,treats,1
51881,DRUG_49103,treats,1
51881,DRUG_07001,treats,1
51881,DRUG_71326,treats,1
51881,DRUG_56641,treats,1
51881,DRUG_55943,treats,1
51881,DRUG_48236,treats,1
2273,DRUG_09553,treats,1
2273,DRUG_74696,treats,1
2273,DRUG_88220,treats,1
2273,DRUG_69930,treats,1
2273,DRUG_25548,treats,1
2273,DRUG_73347,treats,1
2273,DRUG_08339,treats,1
2273,DRUG_86770,treats,1
2273,DRUG_67819,treats,1
2273,DRUG_22273,treats,1
2273,DRUG_73544,treats,1
2273,DRUG_54420,treats,1
2273,DRUG_81907,treats,1
2273,DRUG_44877,treats,1
2273,DRUG_14330,treats,1
2273,DRUG_60573,treats,1
2273,DRUG_53277,treats,1
2273,DRUG_81270,treats,1
2273,DRUG_65380,treats,1
2273,DRUG_80815,treats,1
2273,DRUG_28952,treats,1
2273,DRUG_35258,treats,1
2273,DRUG_78988,treats,1
2273,DRUG_22296,treats,1
2273,DRUG_80037,treats,1
2273,DRUG_49892,treats,1
2273,DRUG_15500,treats,1
2273,DRUG_51014,treats,1
2273,DRUG_70923,treats,1
2273,DRUG_89476,treats,1
2273,DRUG_69059,treats,1
2273,DRUG_94862,treats,1
2273,DRUG_29020,treats,1
2273,DRUG_42178,treats,1
2273,DRUG_23950,treats,1
2273,DRUG_77029,treats,1
2273,DRUG_85362,treats,1
2273,DRUG_75101,treats,1
2273,DRUG_91210,treats,1
2273,DRUG_05899,treats,1
2273,DRUG_57538,treats,1
2273,DRUG_17057,treats,1
2273,DRUG_14785,treats,1
2273,DRUG_44999,treats,1
2273,DRUG_86144,treats,1
2273,DRUG_56289,treats,1
2273,DRUG_35906,treats,1
2273,DRUG_10887,treats,1
2273,DRUG_23071,treats,1
2273,DRUG_96894,treats,1
2273,DRUG_74466,treats,1
2273,DRUG_73918,treats,1
2273,DRUG_21325,treats,1
2273,DRUG_79422,treats,1
2273,DRUG_90699,treats,1
2273,DRUG_10188,treats,1
2273,DRUG_68674,treats,1
2273,DRUG_11057,treats,1
2273,DRUG_33318,treats,1
2273,DRUG_35612,treats,1
2273,DRUG_49103,treats,1
2273,DRUG_07001,treats,1
2273,DRUG_38458,treats,1
2273,DRUG_39424,treats,1
2273,DRUG_71326,treats,1
2273,DRUG_56641,treats,1
2273,DRUG_94455,treats,1
2273,DRUG_55943,treats,1
2273,DRUG_80219,treats,1
2273,DRUG_48236,treats,1
28800,DRUG_16971,treats,1
28800,DRUG_09553,treats,1
28800,DRUG_49098,treats,1
28800,DRUG_18769,treats,1
28800,DRUG_66345,treats,1
28800,DRUG_89898,treats,1
28800,DRUG_12470,treats,1
28800,DRUG_78549,treats,1
28800,DRUG_93795,treats,1
28800,DRUG_97334,treats,1
28800,DRUG_97910,treats,1
28800,DRUG_36800,treats,1
28800,DRUG_74696,treats,1
28800,DRUG_88220,treats,1
28800,DRUG_69930,treats,1
28800,DRUG_77783,treats,1
28800,DRUG_25548,treats,1
28800,DRUG_73347,treats,1
28800,DRUG_08339,treats,1
28800,DRUG_86770,treats,1
28800,DRUG_67819,treats,1
28800,DRUG_22273,treats,1
28800,DRUG_73544,treats,1
28800,DRUG_54420,treats,1
28800,DRUG_81907,treats,1
28800,DRUG_44877,treats,1
28800,DRUG_14330,treats,1
28800,DRUG_22257,treats,1
28800,DRUG_60573,treats,1
28800,DRUG_53277,treats,1
28800,DRUG_81270,treats,1
28800,DRUG_65380,treats,1
28800,DRUG_80815,treats,1
28800,DRUG_81691,treats,1
28800,DRUG_28952,treats,1
28800,DRUG_35258,treats,1
28800,DRUG_00589,treats,1
28800,DRUG_78988,treats,1
28800,DRUG_22296,treats,1
28800,DRUG_80037,treats,1
28800,DRUG_49892,treats,1
28800,DRUG_15500,treats,1
28800,DRUG_51014,treats,1
28800,DRUG_70923,treats,1
28800,DRUG_56776,treats,1
28800,DRUG_89476,treats,1
28800,DRUG_69059,treats,1
28800,DRUG_37475,treats,1
28800,DRUG_94862,treats,1
28800,DRUG_57970,treats,1
28800,DRUG_29020,treats,1
28800,DRUG_52875,treats,1
28800,DRUG_82115,treats,1
28800,DRUG_42178,treats,1
28800,DRUG_23950,treats,1
28800,DRUG_77029,treats,1
28800,DRUG_85362,treats,1
28800,DRUG_93890,treats,1
28800,DRUG_75101,treats,1
28800,DRUG_91210,treats,1
28800,DRUG_05899,treats,1
28800,DRUG_57538,treats,1
28800,DRUG_17057,treats,1
28800,DRUG_14785,treats,1
28800,DRUG_31023,treats,1
28800,DRUG_44999,treats,1
28800,DRUG_86144,treats,1
28800,DRUG_56289,treats,1
28800,DRUG_42471,treats,1
28800,DRUG_83139,treats,1
28800,DRUG_35906,treats,1
28800,DRUG_05522,treats,1
28800,DRUG_10887,treats,1
28800,DRUG_23071,treats,1
28800,DRUG_75708,treats,1
28800,DRUG_96894,treats,1
28800,DRUG_74466,treats,1
28800,DRUG_73918,treats,1
28800,DRUG_21325,treats,1
28800,DRUG_12638,treats,1
28800,DRUG_79422,treats,1
28800,DRUG_90699,treats,1
28800,DRUG_10188,treats,1
28800,DRUG_68674,treats,1
28800,DRUG_11057,treats,1
28800,DRUG_33318,treats,1
28800,DRUG_35612,treats,1
28800,DRUG_79790,treats,1
28800,DRUG_49103,treats,1
28800,DRUG_07001,treats,1
28800,DRUG_38458,treats,1
28800,DRUG_39424,treats,1
28800,DRUG_65728,treats,1
28800,DRUG_71326,treats,1
28800,DRUG_56641,treats,1
28800,DRUG_94455,treats,1
28800,DRUG_55943,treats,1
28800,DRUG_80219,treats,1
28800,DRUG_48236,treats,1
45341,DRUG_16971,treats,1
45341,DRUG_09553,treats,1
45341,DRUG_49098,treats,1
45341,DRUG_18769,treats,1
45341,DRUG_66345,treats,1
45341,DRUG_89898,treats,1
45341,DRUG_12470,treats,1
45341,DRUG_78549,treats,1
45341,DRUG_93795,treats,1
45341,DRUG_97334,treats,1
45341,DRUG_97910,treats,1
45341,DRUG_36800,treats,1
45341,DRUG_74696,treats,1
45341,DRUG_88220,treats,1
45341,DRUG_69930,treats,1
45341,DRUG_77783,treats,1
45341,DRUG_25548,treats,1
45341,DRUG_73347,treats,1
45341,DRUG_08339,treats,1
45341,DRUG_86770,treats,1
45341,DRUG_67819,treats,1
45341,DRUG_22273,treats,1
45341,DRUG_73544,treats,1
45341,DRUG_54420,treats,1
45341,DRUG_81907,treats,1
45341,DRUG_44877,treats,1
45341,DRUG_14330,treats,1
45341,DRUG_22257,treats,1
45341,DRUG_60573,treats,1
45341,DRUG_53277,treats,1
45341,DRUG_81270,treats,1
45341,DRUG_65380,treats,1
45341,DRUG_80815,treats,1
45341,DRUG_81691,treats,1
45341,DRUG_28952,treats,1
45341,DRUG_35258,treats,1
45341,DRUG_00589,treats,1
45341,DRUG_78988,treats,1
45341,DRUG_22296,treats,1
45341,DRUG_80037,treats,1
45341,DRUG_49892,treats,1
45341,DRUG_15500,treats,1
45341,DRUG_51014,treats,1
45341,DRUG_70923,treats,1
45341,DRUG_56776,treats,1
45341,DRUG_89476,treats,1
45341,DRUG_69059,treats,1
45341,DRUG_37475,treats,1
45341,DRUG_94862,treats,1
45341,DRUG_57970,treats,1
45341,DRUG_29020,treats,1
45341,DRUG_52875,treats,1
45341,DRUG_82115,treats,1
45341,DRUG_42178,treats,1
45341,DRUG_23950,treats,1
45341,DRUG_77029,treats,1
45341,DRUG_85362,treats,1
45341,DRUG_93890,treats,1
45341,DRUG_75101,treats,1
45341,DRUG_91210,treats,1
45341,DRUG_05899,treats,1
45341,DRUG_57538,treats,1
45341,DRUG_17057,treats,1
45341,DRUG_14785,treats,1
45341,DRUG_31023,treats,1
45341,DRUG_44999,treats,1
45341,DRUG_86144,treats,1
45341,DRUG_56289,treats,1
45341,DRUG_42471,treats,1
45341,DRUG_83139,treats,1
45341,DRUG_35906,treats,1
45341,DRUG_05522,treats,1
45341,DRUG_10887,treats,1
45341,DRUG_23071,treats,1
45341,DRUG_75708,treats,1
45341,DRUG_96894,treats,1
45341,DRUG_74466,treats,1
45341,DRUG_73918,treats,1
45341,DRUG_21325,treats,1
45341,DRUG_12638,treats,1
45341,DRUG_79422,treats,1
45341,DRUG_90699,treats,1
45341,DRUG_10188,treats,1
45341,DRUG_68674,treats,1
45341,DRUG_11057,treats,1
45341,DRUG_33318,treats,1
45341,DRUG_35612,treats,1
45341,DRUG_79790,treats,1
45341,DRUG_49103,treats,1
45341,DRUG_07001,treats,1
45341,DRUG_38458,treats,1
45341,DRUG_39424,treats,1
45341,DRUG_65728,treats,1
45341,DRUG_71326,treats,1
45341,DRUG_56641,treats,1
45341,DRUG_94455,treats,1
45341,DRUG_55943,treats,1
45341,DRUG_80219,treats,1
45341,DRUG_48236,treats,1
48242,DRUG_16971,treats,1
48242,DRUG_09553,treats,1
48242,DRUG_49098,treats,1
48242,DRUG_66345,treats,1
48242,DRUG_12470,treats,1
48242,DRUG_93795,treats,1
48242,DRUG_97334,treats,1
48242,DRUG_74696,treats,1
48242,DRUG_88220,treats,1
48242,DRUG_69930,treats,1
48242,DRUG_25548,treats,1
48242,DRUG_73347,treats,1
48242,DRUG_08339,treats,1
48242,DRUG_86770,treats,1
48242,DRUG_67819,treats,1
48242,DRUG_22273,treats,1
48242,DRUG_73544,treats,1
48242,DRUG_54420,treats,1
48242,DRUG_81907,treats,1
48242,DRUG_44877,treats,1
48242,DRUG_14330,treats,1
48242,DRUG_60573,treats,1
48242,DRUG_53277,treats,1
48242,DRUG_81270,treats,1
48242,DRUG_65380,treats,1
48242,DRUG_80815,treats,1
48242,DRUG_81691,treats,1
48242,DRUG_28952,treats,1
48242,DRUG_35258,treats,1
48242,DRUG_00589,treats,1
48242,DRUG_78988,treats,1
48242,DRUG_22296,treats,1
48242,DRUG_80037,treats,1
48242,DRUG_49892,treats,1
48242,DRUG_15500,treats,1
48242,DRUG_51014,treats,1
48242,DRUG_70923,treats,1
48242,DRUG_89476,treats,1
48242,DRUG_69059,treats,1
48242,DRUG_37475,treats,1
48242,DRUG_94862,treats,1
48242,DRUG_29020,treats,1
48242,DRUG_52875,treats,1
48242,DRUG_82115,treats,1
48242,DRUG_42178,treats,1
48242,DRUG_23950,treats,1
48242,DRUG_77029,treats,1
48242,DRUG_85362,treats,1
48242,DRUG_75101,treats,1
48242,DRUG_91210,treats,1
48242,DRUG_14785,treats,1
48242,DRUG_44999,treats,1
48242,DRUG_86144,treats,1
48242,DRUG_35906,treats,1
48242,DRUG_05522,treats,1
48242,DRUG_10887,treats,1
48242,DRUG_23071,treats,1
48242,DRUG_75708,treats,1
48242,DRUG_96894,treats,1
48242,DRUG_74466,treats,1
48242,DRUG_73918,treats,1
48242,DRUG_21325,treats,1
48242,DRUG_12638,treats,1
48242,DRUG_79422,treats,1
48242,DRUG_90699,treats,1
48242,DRUG_10188,treats,1
48242,DRUG_68674,treats,1
48242,DRUG_11057,treats,1
48242,DRUG_33318,treats,1
48242,DRUG_35612,treats,1
48242,DRUG_49103,treats,1
48242,DRUG_07001,treats,1
48242,DRUG_38458,treats,1
48242,DRUG_39424,treats,1
48242,DRUG_71326,treats,1
48242,DRUG_56641,treats,1
48242,DRUG_94455,treats,1
48242,DRUG_55943,treats,1
48242,DRUG_80219,treats,1
48242,DRUG_48236,treats,1
70703,DRUG_74696,treats,1
70703,DRUG_88220,treats,1
70703,DRUG_08339,treats,1
70703,DRUG_86770,treats,1
70703,DRUG_67819,treats,1
70703,DRUG_73544,treats,1
70703,DRUG_54420,treats,1
70703,DRUG_44877,treats,1
70703,DRUG_53277,treats,1
70703,DRUG_81270,treats,1
70703,DRUG_28952,treats,1
70703,DRUG_35258,treats,1
70703,DRUG_80037,treats,1
70703,DRUG_15500,treats,1
70703,DRUG_51014,treats,1
70703,DRUG_29020,treats,1
70703,DRUG_42178,treats,1
70703,DRUG_23950,treats,1
70703,DRUG_77029,treats,1
70703,DRUG_85362,treats,1
70703,DRUG_75101,treats,1
70703,DRUG_91210,treats,1
70703,DRUG_14785,treats,1
70703,DRUG_44999,treats,1
70703,DRUG_86144,treats,1
70703,DRUG_35906,treats,1
70703,DRUG_10887,treats,1
70703,DRUG_23071,treats,1
